Game,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date,Unnamed: 0,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio
Battlefield 2: Modern Combat,1410000.0,1110000.0,180000.0,10000.0,110000.0,79.0,7.9,2005-10-24,23914,5040,1140,11,2,7,0,0,4.42
Battlefield 3,14560000.0,7330000.0,5060000.0,410000.0,1760000.0,84.5,7.5,2011-10-25,1049,66704880,11325000,106568,116,44064,124,18,29.97
Battlefield 4,11060000.0,4410000.0,4740000.0,460000.0,1460000.0,81.8,6.4,2013-11-15,223,683337900,130025460,558571,977,377368,2124,363,25.54
Battlefield V,3870000.0,1850000.0,1370000.0,160000.0,500000.0,77.3,2.7,2018-11-20,104,1840556520,97786620,421273,3564,248196,3502,185,41.52
Battlefield: Bad Company 2,4200000.0,2300000.0,1540000.0,40000.0,330000.0,87.5,8.4,2010-03-02,1224,50894040,3147900,114090,60,13804,95,4,80.26
Battlestar Galactica,160000.0,80000.0,60000.0,0.0,20000.0,66.0,6.8,2003-11-19,10942,389160,56640,1486,5,79,0,0,22.11
Battlestations: Pacific,20000.0,0.0,20000.0,0.0,0.0,74.0,7.8,2009-05-12,17312,69720,24240,216,4,100,0,0,5.89
Bayonetta,2140000.0,950000.0,650000.0,300000.0,240000.0,88.5,7.9,2010-01-05,956,77924880,5638980,68140,157,18288,146,8,61.88999999999999
Bayonetta 2,1430000.0,630000.0,520000.0,170000.0,100000.0,91.5,8.7,2014-10-24,1764,27136140,1453620,31186,54,3683,49,1,93.05
Beast Quest,30000.0,20000.0,0.0,0.0,10000.0,33.0,4.1,2018-03-13,14121,163920,38220,517,5,141,0,0,8.58
Beat Down: Fists of Vengeance,170000.0,40000.0,30000.0,90000.0,10000.0,48.0,8.4,2005-08-23,19810,36420,9420,36,2,27,0,0,7.61
Beautiful Katamari,320000.0,140000.0,20000.0,150000.0,20000.0,73.0,7.0,2007-10-16,4710,4007520,63780,9624,9,232,6,0,254.41
Bee Movie Game,1050000.0,920000.0,50000.0,0.0,80000.0,64.0,8.0,2007-10-30,5981,2206860,61980,8464,13,262,2,0,175.20000000000005
Bejeweled 3,290000.0,260000.0,0.0,0.0,30000.0,77.0,7.8,2011-11-15,5464,2797860,301980,2217,13,1176,3,0,37.57
Ben 10: Protector of Earth,2790000.0,860000.0,860000.0,0.0,1050000.0,66.7,7.7,2007-10-30,11776,308280,21660,3163,3,116,0,0,37.92
Bendy and the Ink Machine,510000.0,440000.0,0.0,0.0,70000.0,68.0,7.2,2018-11-20,1277,47259840,2374320,59363,133,12937,88,2,68.46000000000001
Beowulf: The Game,650000.0,580000.0,20000.0,0.0,50000.0,48.7,5.0,2007-11-13,9024,702660,16620,4038,3,15,1,0,88.43
Berserk and the Band of the Hawk,190000.0,70000.0,20000.0,80000.0,20000.0,72.5,7.1,2017-02-21,1859,24894660,1600620,48667,124,4276,46,2,63.66000000000001
BeyBlade VForce: Super Tournament Battle,210000.0,160000.0,40000.0,0.0,10000.0,33.0,7.1,2003-09-23,17500,66120,7860,189,3,41,0,0,14.04
Beyblade G-Revolution,200000.0,150000.0,50000.0,0.0,0.0,40.0,7.8,2004-11-18,20791,28320,2040,164,1,11,0,0,13.88
Beyond: Two Souls,1700000.0,520000.0,860000.0,60000.0,260000.0,70.0,8.1,2013-10-08,539,197601180,4141860,57075,121,27947,373,5,251.19
Big Mutha Truckers,1030000.0,560000.0,360000.0,0.0,120000.0,60.5,4.8,2003-06-16,14795,135600,4260,1240,3,22,0,0,86.76
Billy Hatcher and the Giant Egg,250000.0,190000.0,50000.0,0.0,10000.0,71.0,8.6,2003-09-23,4267,5055420,329700,9763,16,660,8,0,58.47
Binary Domain,520000.0,180000.0,140000.0,160000.0,50000.0,73.0,8.2,2012-02-28,6071,2107500,326940,5463,16,941,2,0,25.67
BioShock,4270000.0,2400000.0,1330000.0,60000.0,490000.0,95.0,8.9,2007-08-21,564,185812440,14520480,297232,225,54091,351,24,67.03
BioShock 2,3750000.0,2300000.0,1000000.0,40000.0,420000.0,88.0,8.2,2010-02-09,1163,56409960,4512600,34246,56,14337,105,7,66.55
BioShock Infinite,1820000.0,740000.0,740000.0,40000.0,300000.0,94.0,8.5,2013-03-26,525,203459220,12402600,62893,107,40051,384,21,84.8
BioShock: The Collection,1340000.0,760000.0,360000.0,30000.0,190000.0,84.0,8.5,2016-09-13,822,101979000,5519580,33910,299,28131,191,9,69.24
Bionicle,700000.0,420000.0,220000.0,0.0,70000.0,49.0,3.3,2003-10-20,11114,370080,52080,667,8,178,0,0,29.83
Bionicle Heroes,280000.0,220000.0,30000.0,0.0,10000.0,58.5,5.9,2006-11-14,11241,358980,48720,1692,6,156,0,0,31.17
Birthday Party Bash,320000.0,290000.0,0.0,0.0,20000.0,60.0,3.6,2009-07-14,15557,110580,5160,511,3,26,0,0,65.78999999999999
Birthdays the Beginning,60000.0,50000.0,0.0,0.0,10000.0,65.0,6.5,2017-05-09,4245,5120880,166200,9336,19,570,9,0,51.73
Black,1670000.0,1320000.0,130000.0,30000.0,170000.0,78.0,8.2,2006-02-28,7147,1367340,148140,2310,14,934,1,0,25.57
Black Clover: Quartet Knights,40000.0,20000.0,0.0,10000.0,0.0,53.0,5.2,2018-09-14,6448,1781700,216480,1636,33,883,2,0,15.64
Black Mirror,80000.0,70000.0,0.0,0.0,10000.0,55.5,4.2,2017-11-28,3067,9948780,335520,7710,37,1027,18,0,92.25
Blackwater,120000.0,90000.0,20000.0,0.0,10000.0,37.0,4.8,2011-10-25,12293,266700,1260,4198,2,7,0,0,1392.22
Blade II,440000.0,250000.0,150000.0,0.0,40000.0,51.0,5.4,2002-09-02,11969,290940,19200,1303,6,56,0,0,54.95
Blades of Time,200000.0,110000.0,50000.0,10000.0,20000.0,52.5,6.9,2012-03-06,7681,1107540,125580,6036,7,387,1,0,27.98
Bladestorm: Nightmare,330000.0,170000.0,60000.0,60000.0,40000.0,58.0,6.8,2015-03-03,16390,87720,59040,122,4,180,0,0,2.88
BlazBlue: Calamity Trigger,940000.0,570000.0,190000.0,100000.0,90000.0,76.3,8.5,2009-06-30,9655,578760,101460,2196,10,451,0,0,23.67
BlazBlue: Central Fiction,290000.0,140000.0,30000.0,80000.0,30000.0,74.5,7.4,2016-11-01,692,134336640,3598800,146036,86,15045,252,4,188.96
BlazBlue: Chrono Phantasma,400000.0,190000.0,0.0,170000.0,40000.0,58.5,8.0,2014-03-25,10671,421800,46800,2656,8,247,0,0,45.25
BlazBlue: Chrono Phantasma Extend,310000.0,140000.0,70000.0,60000.0,40000.0,78.2,7.4,2015-06-30,2538,14065320,2089080,27650,40,8144,24,2,23.54
BlazBlue: Continuum Shift,730000.0,440000.0,120000.0,110000.0,60000.0,86.0,8.4,2010-07-27,17514,65880,8700,287,2,39,0,0,14.74
Bleach: Dark Souls,160000.0,120000.0,20000.0,0.0,10000.0,82.0,7.7,2008-10-07,12212,272220,29400,160,4,42,0,0,15.61
Bleach: The 3rd Phantom,200000.0,100000.0,20000.0,70000.0,10000.0,59.0,7.4,2009-09-15,20403,31320,7800,16,1,13,0,0,4.02
Bleach: The Blade of Fate,450000.0,290000.0,10000.0,120000.0,30000.0,83.0,7.4,2007-10-09,24170,3900,780,34,1,3,0,0,5.0
Blitz: The League,1580000.0,1290000.0,140000.0,0.0,150000.0,74.3,7.4,2005-10-17,12713,238980,5640,1208,1,27,0,0,42.37
Blitz: The League II,250000.0,190000.0,40000.0,0.0,30000.0,65.0,7.4,2008-10-13,5247,3109800,7620,4768,3,27,5,0,694.85
Blood Bowl,60000.0,40000.0,20000.0,0.0,10000.0,72.0,6.5,2010-01-26,9929,528660,80160,1901,7,177,0,0,26.76
Blood Bowl: Legendary Edition,20000.0,0.0,10000.0,0.0,0.0,73.0,6.3,2010-10-28,17286,70260,17280,176,4,60,0,0,7.939999999999999
Blood Wake,570000.0,430000.0,120000.0,0.0,20000.0,71.0,7.6,2001-12-25,24094,4140,600,25,1,4,0,0,6.9
BloodRayne,320000.0,250000.0,70000.0,0.0,10000.0,74.5,8.1,2002-10-15,5752,2439900,140040,14099,13,405,3,0,70.4
BloodRayne 2,420000.0,240000.0,130000.0,0.0,40000.0,70.5,8.2,2004-10-12,7559,1155960,105300,4783,9,332,0,0,44.41
Bloody Roar 3,350000.0,150000.0,110000.0,50000.0,40000.0,71.0,8.4,2001-06-25,16020,97140,22620,133,5,67,0,0,18.42
Bloody Roar 4,90000.0,50000.0,40000.0,0.0,10000.0,59.0,8.5,2003-11-11,7138,1371900,8580,13823,4,62,1,0,426.13
Bloody Roar Extreme,40000.0,30000.0,10000.0,0.0,0.0,61.0,8.6,2003-05-27,11103,371220,36600,722,5,48,0,0,24.18
Bloody Roar: Primal Fury,180000.0,140000.0,40000.0,0.0,0.0,75.0,8.3,2002-03-18,14878,132720,30840,425,6,164,0,0,18.98
Blue Dragon,920000.0,300000.0,330000.0,210000.0,80000.0,79.0,7.9,2007-08-28,3740,6703620,630600,4773,20,950,10,0,38.36
Blur,1370000.0,480000.0,680000.0,20000.0,190000.0,81.3,7.9,2010-05-25,6361,1857660,196920,3171,11,687,2,0,34.44
Boktai: The Sun is in Your Hand,150000.0,100000.0,40000.0,0.0,0.0,83.0,8.1,2003-09-16,12357,262200,55800,349,8,110,0,0,18.68
Bombastic,50000.0,30000.0,20000.0,0.0,10000.0,72.0,7.2,2003-08-27,17893,59700,1080,559,1,11,0,0,55.28
Bomberman,300000.0,240000.0,10000.0,30000.0,20000.0,74.0,7.2,2006-09-12,6706,1607880,95040,8448,8,450,1,0,81.7
Bomberman Generation,250000.0,150000.0,40000.0,60000.0,10000.0,81.0,8.3,2002-06-03,8805,751920,50700,3080,7,169,0,0,56.53
Bomberman Jetters,80000.0,60000.0,20000.0,0.0,0.0,70.0,7.9,2004-03-10,18660,48780,9900,105,3,29,0,0,16.73
Bomberman Land,230000.0,170000.0,20000.0,30000.0,10000.0,56.0,7.7,2008-01-29,17228,71160,2760,376,2,10,0,0,51.56
Bomberman: Act Zero,40000.0,40000.0,0.0,0.0,0.0,34.0,2.2,2006-08-29,12049,284760,38700,1756,5,15,0,0,28.43
Boom Blox,1210000.0,710000.0,380000.0,0.0,120000.0,85.0,7.9,2008-05-06,12619,244140,4260,1703,3,26,0,0,260.49
Borderlands,2290000.0,1230000.0,750000.0,0.0,320000.0,82.0,7.7,2009-10-20,464,241866480,18711840,51098,945,45789,457,33,53.59
Borderlands 2,6950000.0,3710000.0,2230000.0,150000.0,870000.0,83.2,8.1,2013-01-15,124,1535185680,111611400,425609,1584,244482,2917,210,65.71000000000001
Borderlands: The Handsome Collection,1960000.0,1180000.0,470000.0,30000.0,290000.0,81.0,7.8,2015-03-24,1334,43961640,21947940,8893,329,85822,82,40,7.74
Bound By Flame,230000.0,80000.0,110000.0,0.0,40000.0,47.0,6.0,2014-05-07,6747,1584540,371640,1498,12,1081,1,0,16.7
Brain Age: Concentration Training,90000.0,80000.0,0.0,0.0,10000.0,69.0,7.4,2013-02-10,11919,295080,1080,2272,2,8,0,0,505.79
Brandish: The Dark Revenant,20000.0,0.0,0.0,20000.0,0.0,78.0,8.3,2009-03-19,13254,207360,18120,392,3,19,0,0,17.81
Bratz: Forever Diamondz,10000.0,10000.0,10000.0,0.0,0.0,78.0,8.3,2006-09-18,12245,269940,7320,2438,3,33,0,0,87.91
Bratz: Rock Angelz,380000.0,190000.0,150000.0,0.0,50000.0,60.0,5.8,2005-10-06,12647,242820,19260,515,6,86,0,0,41.62
Brave Fencer Musashi,1140000.0,250000.0,170000.0,650000.0,70000.0,81.0,8.5,1998-10-31,4144,5389680,399120,3880,16,576,8,0,56.92999999999999
Brave: A Warrior's Tale,120000.0,100000.0,10000.0,0.0,0.0,45.0,4.5,2009-08-04,11721,313020,300,2795,1,3,0,0,1043.4
Brawlout,10000.0,10000.0,0.0,0.0,0.0,60.0,5.5,2018-06-26,4498,4488840,295320,42178,40,1242,7,0,43.92
Breakdown,120000.0,90000.0,30000.0,0.0,0.0,71.0,8.3,2004-03-16,8870,737640,47760,6743,9,149,1,0,163.12
Breath of Fire II,190000.0,140000.0,50000.0,0.0,0.0,81.0,8.2,2002-04-16,2014,21371520,720120,8631,22,572,38,0,158.70000000000005
Breath of Fire III,40000.0,0.0,30000.0,0.0,10000.0,64.0,7.9,2016-02-09,1550,33937020,1761240,12410,34,1446,61,0,95.25
Breath of Fire IV,560000.0,110000.0,80000.0,340000.0,40000.0,83.0,8.6,2000-11-28,1796,26360940,703740,25159,21,650,47,0,191.89
Breath of Fire: Dragon Quarter,190000.0,90000.0,70000.0,0.0,20000.0,78.0,6.3,2003-02-16,5127,3279300,188940,10754,12,164,4,0,66.45
Bridge Constructor Portal,20000.0,20000.0,0.0,0.0,0.0,78.0,6.5,2018-08-28,1030,68703300,825300,69040,66,3197,129,0,288.8300000000001
Brink,1950000.0,940000.0,760000.0,20000.0,240000.0,70.0,5.9,2011-05-10,5465,2797380,151260,6691,21,963,4,0,98.52
Britney's Dance Beat,460000.0,270000.0,150000.0,0.0,30000.0,58.0,6.8,2002-05-08,15450,113760,22020,1454,3,20,0,0,49.29
Broken Sword: The Shadow of the Templars,60000.0,40000.0,20000.0,0.0,0.0,80.0,8.4,2002-03-17,3661,7059900,601140,5009,20,1298,11,0,59.55
Broken Sword: The Sleeping Dragon,20000.0,10000.0,0.0,0.0,0.0,77.0,8.3,2003-12-08,9407,626580,96720,411,8,177,0,0,24.63
Brothers: A Tale of Two Sons,200000.0,80000.0,100000.0,0.0,30000.0,81.0,8.1,2015-08-12,1510,35496300,1372020,181665,42,8178,65,0,122.14
Brunswick Pro Bowling,590000.0,540000.0,10000.0,0.0,50000.0,65.5,6.4,2007-08-21,23258,9840,5160,21,1,12,0,0,1.91
Bubble Bobble Double Shot,40000.0,30000.0,0.0,0.0,0.0,50.0,4.4,2008-03-03,25762,420,60,8,1,0,0,0,7.0
Bubble Bobble Revolution,50000.0,40000.0,0.0,0.0,0.0,38.0,6.2,2006-10-03,25986,240,60,4,1,1,0,0,4.0
Bubsy: The Woolies Strike Back,50000.0,40000.0,0.0,0.0,10000.0,45.0,5.8,2017-10-31,7776,1065000,59160,2890,18,391,1,0,48.83
Buffy the Vampire Slayer,230000.0,180000.0,50000.0,0.0,10000.0,79.0,8.0,2002-08-18,4787,3902280,39960,1921,6,74,6,0,281.03
Buffy the Vampire Slayer: Chaos Bleeds,330000.0,200000.0,110000.0,0.0,20000.0,73.3,8.3,2003-08-27,14564,144660,26460,157,5,82,0,0,16.69
Buffy the Vampire Slayer: Wrath of the Darkhul King,30000.0,20000.0,10000.0,0.0,0.0,44.0,8.8,2003-06-24,17468,66720,540,984,5,6,0,0,289.0
Build-A-Bear Workshop,930000.0,850000.0,10000.0,0.0,70000.0,61.0,4.8,2007-11-05,17538,65340,540,379,1,2,0,0,121.0
Bujingai: The Forsaken City,100000.0,50000.0,40000.0,0.0,10000.0,72.0,7.8,2004-07-25,7789,1059480,14880,7043,3,47,1,0,133.55
Bullet Witch,100000.0,70000.0,10000.0,20000.0,10000.0,55.0,6.0,2007-02-27,5798,2402880,51900,30254,9,198,3,0,138.75
Bulletstorm,1180000.0,680000.0,400000.0,10000.0,100000.0,83.0,7.6,2011-02-22,3066,9951300,452340,45158,22,1642,17,0,91.74
Bully,940000.0,750000.0,30000.0,40000.0,120000.0,87.0,9.0,2006-10-17,1727,28017660,3567780,29917,93,15086,50,4,50.13
Bully: Scholarship Edition,1620000.0,700000.0,720000.0,30000.0,170000.0,78.3,8.0,2008-03-05,714,128268300,2431800,62706,40,8457,242,2,223.01
Burnout,1040000.0,590000.0,340000.0,0.0,110000.0,78.5,7.8,2001-11-01,11324,350580,17700,1325,3,75,0,0,30.42
Burnout 2: Point of Impact,1240000.0,720000.0,400000.0,0.0,120000.0,87.7,7.6,2002-09-30,10172,492900,65220,1187,7,165,0,0,23.53
Burnout 3: Takedown,3990000.0,2070000.0,1540000.0,0.0,380000.0,93.5,8.3,2004-09-07,4511,4450620,267780,17231,12,1006,7,0,64.07
Burnout Dominator,450000.0,20000.0,380000.0,10000.0,50000.0,76.0,8.1,2007-03-06,13142,213180,29880,349,6,78,0,0,26.42
Burnout Legends,850000.0,700000.0,60000.0,0.0,90000.0,86.0,8.5,2005-09-13,15089,125760,15960,432,3,52,0,0,27.33
Burnout Paradise,3300000.0,1640000.0,1200000.0,30000.0,420000.0,87.5,7.4,2008-01-22,1588,32604180,2000040,121865,124,12421,60,1,62.46
Burnout Revenge,1930000.0,1490000.0,260000.0,0.0,170000.0,89.3,8.5,2005-09-13,4953,3606420,222660,14522,11,812,4,0,76.6
Bus Driver,10000.0,0.0,10000.0,0.0,0.0,61.0,7.1,2008-05-30,9989,520140,49320,2366,8,277,0,0,44.57
Bushido Blade,1160000.0,390000.0,270000.0,430000.0,80000.0,83.0,8.5,1997-09-30,5843,2360400,16680,11870,4,109,4,0,458.67
CSI: Crime Scene Investigation,120000.0,90000.0,30000.0,0.0,0.0,45.0,7.3,2004-12-14,11175,364920,2640,2656,2,14,0,0,334.35
CSI: Deadly Intent,480000.0,220000.0,210000.0,0.0,50000.0,61.0,5.4,2009-10-27,8565,814200,6120,3823,2,17,1,0,445.3
CSI: Fatal Conspiracy,620000.0,340000.0,200000.0,0.0,60000.0,51.2,5.1,2010-10-26,10717,417240,13440,471,5,31,0,0,83.25
Cabela's Big Game Hunter,1420000.0,700000.0,540000.0,0.0,180000.0,59.0,7.9,2002-11-26,15478,113040,5100,529,3,19,0,0,39.19
Cabela's Big Game Hunter 2010,2370000.0,2200000.0,0.0,0.0,170000.0,77.0,6.3,2009-09-29,24552,2460,540,14,1,4,0,0,4.56
Cabela's Big Game Hunter: Hunting Party,180000.0,160000.0,0.0,0.0,20000.0,80.0,5.0,2011-11-01,22087,17820,60,299,1,1,0,0,297.0
Cabela's Dangerous Hunts 2009,560000.0,440000.0,70000.0,0.0,50000.0,75.0,6.2,2008-09-23,25122,1260,60,23,1,1,0,0,21.0
Cabela's Dangerous Hunts 2011,650000.0,540000.0,50000.0,0.0,50000.0,57.5,5.4,2010-10-19,20212,32820,1260,101,2,5,0,0,43.71
Caesar IV,40000.0,0.0,30000.0,0.0,0.0,74.0,7.8,2006-09-26,10573,435300,48480,566,7,134,0,0,31.96
Call of Cthulhu: Dark Corners of the Earth,60000.0,50000.0,10000.0,0.0,0.0,77.0,8.2,2005-10-24,1868,24349620,899640,14300,33,2464,44,0,117.98999999999998
Call of Duty,10000.0,0.0,10000.0,0.0,0.0,91.0,8.5,2003-10-29,1866,24453180,3406560,56875,73,18441,45,3,49.31
Call of Duty 2,60000.0,0.0,50000.0,0.0,10000.0,86.0,8.5,2005-10-25,1255,48895740,2878620,100317,66,8212,92,5,82.29
Call of Duty 3,5280000.0,2980000.0,1580000.0,50000.0,680000.0,81.3,7.0,2006-11-07,7755,1073820,145140,1779,8,476,1,0,19.54
Call of Duty 4: Modern Warfare,8920000.0,4080000.0,3410000.0,290000.0,1150000.0,87.0,7.8,2007-11-05,554,191357280,12195540,96292,639,51603,361,20,69.75
Call of Duty: Advanced Warfare,4690000.0,1760000.0,2030000.0,200000.0,700000.0,75.5,4.8,2014-11-04,1234,50420100,20694660,39078,169,87837,94,38,12.16
Call of Duty: Black Ops,14880000.0,7090000.0,5260000.0,480000.0,2050000.0,81.0,6.2,2010-11-09,467,240650040,23962260,77814,459,66709,456,44,49.27
Call of Duty: Black Ops II,28080000.0,13460000.0,10380000.0,720000.0,3520000.0,82.3,5.9,2012-11-13,234,640549260,67693800,141687,574,146110,1215,126,45.92
Call of Duty: Finest Hour,4100000.0,2290000.0,1520000.0,10000.0,280000.0,74.5,7.6,2004-11-16,20694,29160,4740,41,2,24,0,0,6.15
Call of Duty: Ghosts,15320000.0,6380000.0,6100000.0,450000.0,2390000.0,71.5,3.0,2013-11-05,391,300595380,21751440,104517,364,67082,569,40,51.98
Call of Duty: Infinite Warfare,5120000.0,3030000.0,1630000.0,0.0,470000.0,75.5,3.6,2016-11-04,119,1609092900,105851640,224678,2186,292127,3055,200,55.66
Call of Duty: Modern Warfare 3,29880000.0,15020000.0,11060000.0,620000.0,3180000.0,84.7,3.2,2011-11-08,701,131599020,11638080,79767,197,40530,248,20,56.81
Call of Duty: Modern Warfare Remastered,820000.0,330000.0,360000.0,30000.0,110000.0,86.0,6.4,2017-06-27,156,1054906740,74334720,156197,1432,268936,2003,139,64.92
Call of Duty: Modern Warfare: Mobilized,410000.0,360000.0,20000.0,0.0,30000.0,73.0,7.3,2009-11-10,19646,37800,16140,152,2,43,0,0,2.34
Call of Duty: WWII,6230000.0,3750000.0,1910000.0,0.0,570000.0,80.0,4.2,2017-11-03,61,3286719660,119441160,324698,3413,460065,6252,226,64.02
Call of Duty: World at War,15760000.0,9360000.0,4580000.0,0.0,1810000.0,81.8,7.5,2008-11-10,1271,47524560,8190000,41607,122,40733,89,14,29.64
Call of Juarez,190000.0,140000.0,30000.0,0.0,10000.0,71.5,7.4,2007-06-07,5563,2679600,125700,6329,9,385,4,0,59.38
Call of Juarez: Bound in Blood,910000.0,350000.0,410000.0,10000.0,150000.0,78.0,7.8,2009-06-30,7293,1279980,154080,1966,9,482,0,0,34.2
Call of Juarez: The Cartel,680000.0,310000.0,270000.0,0.0,90000.0,47.7,4.8,2011-07-19,13228,208680,38280,480,8,127,0,0,20.93
Calling,110000.0,60000.0,40000.0,0.0,10000.0,49.0,7.1,2010-03-09,4395,4744980,36780,9813,8,104,8,0,427.74
Capcom Beat 'Em Up Bundle,20000.0,0.0,0.0,20000.0,0.0,74.5,6.5,2018-09-18,2996,10428780,277560,12963,28,1311,19,0,75.05000000000003
Capcom Fighting Evolution,240000.0,130000.0,90000.0,0.0,30000.0,59.0,6.2,2004-11-16,7982,988320,1320,7425,1,9,1,0,748.73
Captain America: Super Soldier,510000.0,310000.0,150000.0,0.0,50000.0,57.2,6.5,2011-10-25,11059,375540,16920,2537,7,50,0,0,110.42
Captain Toad: Treasure Tracker,190000.0,60000.0,40000.0,80000.0,10000.0,79.0,7.7,2018-07-13,1924,23085960,770760,22266,46,2494,42,0,91.18
Carmageddon: Max Damage,50000.0,40000.0,10000.0,0.0,0.0,51.5,6.4,2017-01-01,8740,765000,228600,2774,12,1252,0,0,15.000000000000002
Carnival Games,6100000.0,3340000.0,2100000.0,50000.0,610000.0,52.0,4.6,2007-08-28,10145,496080,9660,3129,4,79,0,0,124.36
Carnival Island,230000.0,130000.0,60000.0,0.0,40000.0,66.0,5.2,2011-11-15,23689,6480,660,16,1,1,0,0,9.82
Cars,6620000.0,5160000.0,900000.0,0.0,570000.0,63.7,6.2,2006-06-06,6804,1557180,111120,4339,12,455,1,0,67.48
Cartoon Network: Punch Time Explosion,100000.0,70000.0,20000.0,0.0,10000.0,58.0,5.9,2011-06-02,14335,154020,3600,2442,2,14,0,0,83.58
Castle Shikigami 2,20000.0,10000.0,10000.0,0.0,0.0,67.0,7.4,2004-11-17,19209,42480,3480,313,2,13,0,0,28.86
Castlevania Chronicles,130000.0,70000.0,50000.0,0.0,10000.0,69.0,6.7,2001-10-08,2959,10614300,114480,164567,29,315,18,0,393.87
Castlevania Judgment,160000.0,120000.0,20000.0,10000.0,10000.0,49.0,5.9,2008-11-18,6502,1748400,15480,8918,7,80,2,0,661.63
Castlevania: Aria of Sorrow,280000.0,200000.0,70000.0,0.0,0.0,91.0,8.9,2003-05-06,1338,43624920,1122780,316763,52,2621,81,0,167.14
Castlevania: Circle of the Moon,890000.0,600000.0,220000.0,50000.0,20000.0,91.0,8.5,2001-06-10,2240,17493000,445620,188782,26,836,30,0,138.32
Castlevania: Curse of Darkness,540000.0,270000.0,170000.0,50000.0,50000.0,72.0,7.7,2005-11-01,5895,2288100,367800,1271,13,570,2,0,25.020000000000003
Castlevania: Dawn of Sorrow,430000.0,340000.0,30000.0,30000.0,30000.0,89.0,8.5,2005-10-04,1838,25532100,391020,136374,20,704,47,0,314.36
Castlevania: Harmony of Dissonance,260000.0,160000.0,60000.0,40000.0,0.0,87.0,7.9,2002-09-16,2832,11548020,335280,124287,19,662,20,0,108.47
Castlevania: Lament of Innocence,940000.0,460000.0,360000.0,0.0,120000.0,79.0,8.4,2003-10-21,5453,2813940,306480,4525,14,586,3,0,35.93
Castlevania: Lords of Shadow,1770000.0,920000.0,540000.0,110000.0,200000.0,84.0,8.0,2010-10-05,1753,27535740,1819860,20523,35,4356,50,0,78.61000000000001
Castlevania: Lords of Shadow 2,290000.0,50000.0,190000.0,20000.0,40000.0,66.5,7.8,2014-02-25,3757,6642420,761340,5615,17,1603,12,0,36.5
Castlevania: Order of Ecclesia,370000.0,270000.0,30000.0,40000.0,30000.0,85.0,8.5,2008-10-21,2927,10878960,470760,7493,17,735,18,0,119.73
Castlevania: Portrait of Ruin,400000.0,310000.0,20000.0,40000.0,30000.0,85.0,8.3,2006-12-05,1644,30585660,360360,170924,24,571,57,0,307.92
Castlevania: Symphony of the Night,1270000.0,580000.0,400000.0,210000.0,80000.0,93.0,9.2,1997-10-02,591,176099220,4888080,758807,104,11618,332,7,185.82
Castlevania: The Dracula X Chronicles,420000.0,220000.0,90000.0,40000.0,70000.0,80.0,8.1,2007-10-23,7527,1171020,97980,5944,8,347,1,0,47.27
Cat Quest,40000.0,40000.0,0.0,0.0,0.0,74.0,7.6,2018-10-09,2118,19614000,1130880,128902,38,3887,36,0,54.33
Catherine,1020000.0,500000.0,210000.0,230000.0,80000.0,80.5,8.1,2011-07-26,683,139078140,2575920,251558,84,6350,262,2,214.39
Catwoman,300000.0,170000.0,80000.0,0.0,20000.0,46.0,5.9,2004-07-20,11836,302400,11700,1730,3,49,0,0,77.74000000000002
Ceville,20000.0,0.0,20000.0,0.0,0.0,73.0,7.3,2009-04-09,18093,56760,3840,111,1,6,0,0,14.78
Champions: Return to Arms,650000.0,320000.0,250000.0,0.0,80000.0,77.0,8.1,2005-02-07,15324,117840,40680,114,7,116,0,0,11.25
Chaos Legion,300000.0,150000.0,120000.0,0.0,40000.0,65.0,8.0,2003-08-06,8116,953520,77760,6990,8,186,1,0,52.56999999999999
Chaos Wars,40000.0,0.0,0.0,40000.0,0.0,64.0,6.7,2008-06-03,7435,1210260,11820,1117,2,18,2,0,121.43
Chaotic: Shadow Warriors,160000.0,140000.0,0.0,0.0,10000.0,60.0,5.0,2009-11-17,16606,83280,1680,464,2,8,0,0,55.26
Charlie and the Chocolate Factory,940000.0,610000.0,270000.0,0.0,50000.0,37.2,3.5,2005-07-11,16382,87960,10020,480,3,51,0,0,28.12
Charlie's Angels,20000.0,10000.0,0.0,0.0,0.0,23.0,3.0,2003-07-09,15014,127860,8520,417,4,41,0,0,61.56
Chessmaster,520000.0,290000.0,180000.0,0.0,50000.0,79.0,7.8,2004-10-26,12664,242040,5040,1705,2,21,0,0,69.15
Chessmaster: The Art of Learning,280000.0,230000.0,30000.0,0.0,30000.0,61.5,7.6,2008-02-12,25959,240,60,7,1,1,0,0,4.0
Chibi-Robo! Zip Lash,320000.0,140000.0,90000.0,70000.0,20000.0,59.0,6.7,2015-10-09,21102,25740,2820,85,2,6,0,0,29.62
Chicken Blaster,320000.0,290000.0,0.0,0.0,20000.0,63.0,6.3,2009-09-15,19333,41340,660,340,1,3,0,0,62.64
Chicken Run,130000.0,70000.0,50000.0,0.0,10000.0,75.0,6.6,2000-11-15,11537,329880,22800,1038,4,81,0,0,58.08
Chicken Shoot,350000.0,320000.0,0.0,0.0,20000.0,27.0,4.9,2007-07-05,5423,2855880,1860,32129,3,15,4,0,4520.79
