,game,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date
2571,children of mana,48780,24960,42,4,22,0,0,4.96,480000.0,160000.0,10000.0,290000.0,10000.0,65.0,6.1,2006-11-01
2572,bomberman jetters,48780,9900,105,3,29,0,0,16.73,80000.0,60000.0,20000.0,0.0,0.0,70.0,7.9,2004-03-10
2573,shin megami tensei: devil survivor 2,48540,13200,54,2,14,0,0,9.96,310000.0,160000.0,20000.0,120000.0,10000.0,79.0,3.4,2012-02-28
2574,james cameron's dark angel,48180,660,426,2,5,0,0,254.96,240000.0,130000.0,90000.0,0.0,20000.0,47.5,7.4,2002-11-18
2575,spongebob squigglepants,47760,720,555,1,5,0,0,66.33,410000.0,350000.0,30000.0,0.0,30000.0,59.0,6.0,2011-04-12
2576,trackmania ds,47580,4080,214,2,3,0,0,83.11,80000.0,60000.0,10000.0,0.0,10000.0,75.0,7.0,2009-03-17
2577,doki-doki universe,47460,1500,399,1,62,0,0,31.64,10000.0,0.0,10000.0,0.0,0.0,66.0,5.5,2013-12-10
2578,disciples iii: renaissance,47460,22740,53,4,31,0,0,4.7,20000.0,0.0,10000.0,0.0,0.0,56.0,5.3,2010-07-13
2579,gungrave: overdose,47460,10080,75,2,26,0,0,9.16,140000.0,70000.0,50000.0,0.0,20000.0,68.0,8.3,2004-09-15
2580,wing commander: prophecy,47040,5580,104,2,8,0,0,17.119999999999994,50000.0,40000.0,10000.0,0.0,0.0,70.0,8.3,2003-06-04
2581,atomic betty,46980,360,388,1,2,0,0,130.5,30000.0,20000.0,10000.0,0.0,0.0,62.0,7.9,2005-10-25
2582,age of empires: the age of kings,46080,4080,144,3,13,0,0,22.3,220000.0,180000.0,20000.0,0.0,20000.0,80.0,8.0,2006-02-14
2583,metropolismania,45900,2460,118,1,4,0,0,18.66,90000.0,40000.0,30000.0,0.0,10000.0,63.0,6.6,2002-10-03
2584,monster rancher evo,45840,4260,289,1,6,0,0,10.76,100000.0,20000.0,20000.0,50000.0,10000.0,58.0,6.8,2006-04-13
2585,red steel 2,45720,5460,88,2,26,0,0,14.95,620000.0,350000.0,210000.0,10000.0,60000.0,80.0,8.5,2010-03-23
2586,zumba fitness: world party,45120,6240,30,1,25,0,0,7.23,290000.0,170000.0,90000.0,0.0,20000.0,58.0,6.0,2013-11-22
2587,samurai western,45060,4620,167,2,15,0,0,18.33,80000.0,40000.0,30000.0,0.0,10000.0,58.0,8.0,2005-06-07
2588,valhalla knights,45000,1380,165,1,5,0,0,32.61,240000.0,150000.0,0.0,70000.0,10000.0,53.0,6.3,2007-04-17
2589,zone of the enders: the fist of mars,44820,14520,72,2,22,0,0,7.7799999999999985,60000.0,40000.0,20000.0,0.0,0.0,71.0,8.5,2002-03-03
2590,ape escape: on the loose,44760,5760,383,2,22,0,0,7.77,700000.0,520000.0,10000.0,120000.0,50000.0,66.0,6.8,2005-03-22
2591,forza motorsport,44100,6360,81,2,24,0,0,6.93,1050000.0,520000.0,510000.0,0.0,20000.0,92.0,7.6,2005-05-03
2592,rayman: hoodlum's revenge,43920,780,393,1,5,0,0,56.31,60000.0,50000.0,20000.0,0.0,0.0,61.0,6.0,2005-03-15
2593,darkspore,43860,3420,196,1,12,0,0,12.82,110000.0,70000.0,30000.0,0.0,10000.0,65.0,6.0,2011-04-26
2594,hulk,43680,8040,115,3,30,0,0,10.59,1580000.0,920000.0,520000.0,0.0,160000.0,70.3,7.4,2003-05-27
2595,death jr. ii: root of evil,43620,1620,117,1,3,0,0,26.93,50000.0,50000.0,0.0,0.0,0.0,68.0,7.3,2006-10-31
2596,madden nfl 2003,43380,420,471,1,2,0,0,103.29,5460000.0,4470000.0,390000.0,10000.0,600000.0,87.7,7.8,2002-08-12
2597,nba live 2005,43200,6720,42,1,7,0,0,6.43,3040000.0,2380000.0,300000.0,0.0,360000.0,83.5,7.6,2004-09-28
2598,kung fu chaos,42900,1800,202,1,4,0,0,23.83,280000.0,210000.0,60000.0,0.0,10000.0,68.0,8.5,2003-02-24
2599,naruto shippuden: dragon blade chronicles,42780,1980,153,1,5,0,0,21.61,180000.0,110000.0,20000.0,50000.0,10000.0,38.0,3.3,2010-11-16
2600,medal of honor: rising sun,42600,11820,66,2,44,0,0,6.85,6300000.0,2740000.0,2590000.0,130000.0,850000.0,66.5,6.8,2003-11-11
2601,motorstorm,42540,3420,172,1,15,0,0,12.44,3870000.0,1530000.0,1610000.0,60000.0,670000.0,84.0,7.4,2007-03-06
2602,castle shikigami 2,42480,3480,313,2,13,0,0,28.86,20000.0,10000.0,10000.0,0.0,0.0,67.0,7.4,2004-11-17
2603,gravity falls: legend of the gnome gemulets,42480,2640,896,2,8,0,0,32.18,40000.0,30000.0,0.0,0.0,0.0,46.0,6.1,2015-10-20
2604,sega soccer slam,42420,420,312,3,7,0,0,101.0,120000.0,90000.0,20000.0,0.0,0.0,82.0,8.0,2002-03-18
2605,secret weapons over normandy,42360,2520,80,1,6,0,0,16.81,730000.0,430000.0,230000.0,0.0,70000.0,79.0,8.6,2003-11-18
2606,ncaa football 2003,42300,1680,496,3,2,0,0,62.78,1650000.0,1320000.0,120000.0,0.0,200000.0,91.0,7.5,2002-07-20
2607,nba ballers: phenom,41880,2580,126,1,7,0,0,16.23,470000.0,230000.0,180000.0,0.0,60000.0,69.0,8.5,2006-04-05
2608,frequency,41820,6120,228,2,26,0,0,18.28,190000.0,90000.0,70000.0,0.0,20000.0,83.0,8.6,2001-11-19
2609,scaler,41820,14880,46,5,32,0,0,6.0600000000000005,170000.0,110000.0,60000.0,0.0,10000.0,69.3,8.2,2004-10-21
2610,secret agent clank,41760,7860,45,2,22,0,0,9.92,740000.0,170000.0,220000.0,40000.0,310000.0,66.5,7.2,2009-05-26
2611,high heat major league baseball 2004,41640,840,101,1,2,0,0,49.57,440000.0,240000.0,160000.0,0.0,50000.0,83.0,8.3,2003-02-20
2612,anubis ii,41640,900,360,2,7,0,0,73.4,70000.0,60000.0,0.0,0.0,10000.0,19.0,3.2,2007-09-18
2613,dragon ball: origins,41580,1980,306,2,9,0,0,39.81,120000.0,80000.0,30000.0,0.0,10000.0,78.0,7.9,2008-11-04
2614,alien syndrome,41520,1260,391,2,8,0,0,32.95,60000.0,50000.0,0.0,0.0,0.0,48.0,7.1,2007-07-24
2615,zoo hospital,41460,180,357,1,2,0,0,230.33,160000.0,140000.0,10000.0,0.0,10000.0,61.0,6.8,2008-09-22
2616,one piece: unlimited adventure,41460,7020,38,2,14,0,0,11.69,190000.0,70000.0,0.0,110000.0,10000.0,67.0,8.5,2008-01-22
2617,midway arcade treasures,41340,11340,123,3,49,0,0,13.720000000000002,2060000.0,1180000.0,670000.0,0.0,200000.0,74.0,7.9,2003-11-18
2618,chicken blaster,41340,660,340,1,3,0,0,62.64,320000.0,290000.0,0.0,0.0,20000.0,63.0,6.3,2009-09-15
2619,endless ocean: blue world,41340,9180,56,2,23,0,0,9.6,870000.0,460000.0,220000.0,120000.0,60000.0,76.0,8.7,2010-02-22
2620,samurai jack: the shadow of aku,41040,5220,613,2,24,0,0,12.93,80000.0,40000.0,20000.0,0.0,10000.0,59.0,7.4,2004-03-24
2621,disciples iii: resurrection,40140,11760,58,3,25,0,0,6.64,10000.0,10000.0,0.0,0.0,0.0,63.0,4.9,2011-10-07
2622,handball 16,40080,5940,253,2,40,0,0,6.75,60000.0,0.0,50000.0,0.0,10000.0,81.0,2.0,2015-11-27
2623,princess debut,39720,780,215,1,6,0,0,50.92,100000.0,100000.0,0.0,0.0,10000.0,71.0,7.4,2008-09-30
2624,scarface: money. power. respect.,39720,2580,92,1,5,0,0,15.4,160000.0,150000.0,0.0,0.0,10000.0,58.0,3.1,2006-10-08
2625,amped 2,39720,1500,171,1,5,0,0,26.48,250000.0,200000.0,40000.0,0.0,10000.0,80.0,7.7,2003-10-28
2626,ghost squad,39480,1440,501,2,12,0,0,54.84,770000.0,420000.0,210000.0,80000.0,70000.0,69.0,7.5,2007-11-20
2627,dynasty warriors: gundam 3,38880,20880,52,3,38,0,0,4.79,720000.0,220000.0,80000.0,380000.0,30000.0,61.5,7.7,2011-06-28
2628,jonny moseley mad trix,38460,480,323,1,3,0,0,80.13,140000.0,70000.0,50000.0,0.0,20000.0,44.0,5.7,2001-12-26
2629,ninjabread man,38460,2280,448,2,12,0,0,122.24,80000.0,70000.0,0.0,0.0,10000.0,20.0,1.5,2007-10-01
2630,soul sacrifice,38460,2580,36,1,3,0,0,14.91,560000.0,150000.0,110000.0,220000.0,80000.0,77.0,8.2,2013-04-30
2631,littlebigplanet karting,38400,12000,93,3,41,0,0,7.73,880000.0,420000.0,310000.0,10000.0,140000.0,73.0,7.0,2012-11-06
2632,frogger beyond,38340,4080,124,2,10,0,0,23.49,130000.0,100000.0,30000.0,0.0,0.0,60.0,7.2,2002-12-06
2633,2002 fifa world cup,38280,1080,214,2,9,0,0,35.44,780000.0,350000.0,210000.0,160000.0,70000.0,76.0,6.7,2002-04-22
2634,test drive: eve of destruction,38160,6420,39,2,34,0,0,5.94,320000.0,180000.0,110000.0,0.0,30000.0,72.5,8.8,2004-08-25
2635,mxrider,38100,2040,592,1,3,0,0,18.68,340000.0,160000.0,130000.0,0.0,40000.0,69.0,7.3,2001-10-30
2636,azurik: rise of perathia,38100,1380,62,1,4,0,0,27.61,240000.0,180000.0,50000.0,0.0,10000.0,52.0,7.9,2001-11-25
2637,tekken advance,38040,1740,600,1,6,0,0,21.86,450000.0,320000.0,120000.0,0.0,10000.0,82.0,7.6,2002-01-28
2638,defender,37980,2340,358,1,13,0,0,16.23,510000.0,280000.0,170000.0,0.0,50000.0,69.5,7.8,2002-10-22
2639,spawn: armageddon,37920,7800,276,3,19,0,0,9.42,680000.0,400000.0,220000.0,0.0,70000.0,58.0,7.6,2003-11-21
2640,samurai warriors chronicles,37860,180,1020,1,2,0,0,210.33,390000.0,120000.0,50000.0,200000.0,10000.0,61.0,7.6,2011-03-27
2641,taito legends 2,37860,4260,346,3,23,0,0,31.68,20000.0,10000.0,10000.0,0.0,0.0,67.0,8.2,2007-05-16
2642,call of duty: modern warfare: mobilized,37800,16140,152,2,43,0,0,2.34,410000.0,360000.0,20000.0,0.0,30000.0,73.0,7.3,2009-11-10
2643,galerians: ash,37260,7860,110,2,12,0,0,9.8,70000.0,30000.0,30000.0,0.0,10000.0,50.0,8.1,2003-02-03
2644,harvest moon: skytree village,37260,2700,98,1,6,0,0,13.8,90000.0,60000.0,20000.0,0.0,10000.0,59.0,5.9,2016-11-08
2645,gekido advance: kintaro's revenge,37080,3900,144,2,29,0,0,34.71,30000.0,20000.0,10000.0,0.0,0.0,70.0,7.0,2003-11-25
2646,r-type final,36540,6120,41,1,20,0,0,5.97,190000.0,90000.0,70000.0,0.0,20000.0,79.0,8.6,2004-02-03
2647,sega gt online,36420,1440,181,2,8,0,0,55.93,80000.0,60000.0,20000.0,0.0,0.0,72.0,7.8,2004-01-27
2648,dead to rights: reckoning,36420,1140,129,1,2,0,0,31.95,130000.0,120000.0,0.0,0.0,10000.0,54.0,7.2,2005-06-28
2649,beat down: fists of vengeance,36420,9420,36,2,27,0,0,7.61,170000.0,40000.0,30000.0,90000.0,10000.0,48.0,8.4,2005-08-23
2650,henry hatsworth in the puzzling adventure,36420,9120,32,3,9,0,0,13.1,90000.0,80000.0,0.0,0.0,10000.0,82.0,8.0,2009-03-17
2651,worms: a space oddity,36420,900,82,2,2,0,0,57.89,80000.0,60000.0,20000.0,0.0,10000.0,64.0,4.3,2008-03-18
2652,monopoly streets,36300,1620,171,1,9,0,0,22.41,1400000.0,550000.0,680000.0,0.0,150000.0,65.0,6.0,2010-10-26
2653,the first templar,36060,13500,74,2,29,0,0,2.67,180000.0,120000.0,50000.0,0.0,20000.0,54.5,5.9,2011-05-10
2654,athens 2004,35880,1620,306,2,11,0,0,40.67,270000.0,130000.0,100000.0,0.0,30000.0,61.0,7.4,2004-07-14
2655,dynasty tactics 2,35160,6000,12,1,5,0,0,5.86,110000.0,50000.0,40000.0,0.0,10000.0,78.0,8.1,2003-09-23
2656,demigod,34920,7740,464,1,22,0,0,4.51,20000.0,0.0,20000.0,0.0,0.0,76.0,7.7,2009-04-14
2657,activision anthology,34800,780,576,1,5,0,0,44.62,550000.0,280000.0,200000.0,0.0,60000.0,77.0,7.0,2002-11-25
2658,dark rose valkyrie,34740,13680,30,2,29,0,0,2.54,90000.0,40000.0,0.0,40000.0,10000.0,58.0,6.0,2017-06-06
2659,guitar hero: van halen,34740,4920,43,1,22,0,0,7.06,860000.0,430000.0,310000.0,0.0,100000.0,55.3,5.4,2009-12-22
2660,dance dance revolution disney mix,34740,2220,248,2,19,0,0,25.52,40000.0,20000.0,20000.0,0.0,0.0,74.0,8.2,2001-09-17
2661,homie rollerz,34680,180,324,1,2,0,0,192.67,70000.0,70000.0,0.0,0.0,10000.0,23.0,3.0,2008-03-05
2662,crush,34620,3000,100,2,16,0,0,11.54,80000.0,70000.0,0.0,0.0,10000.0,83.0,8.2,2007-05-29
2663,prototype: biohazard bundle,34500,6420,31,2,97,0,0,5.37,280000.0,240000.0,0.0,0.0,40000.0,52.0,2.9,2016-10-11
2664,dragon ball z: supersonic warriors,34200,4800,153,4,21,0,0,7.12,510000.0,360000.0,130000.0,0.0,10000.0,73.0,7.1,2004-06-22
2665,ice age,34200,1440,297,3,11,0,0,66.88,380000.0,270000.0,100000.0,0.0,10000.0,47.0,5.8,2002-03-18
2666,ready 2 rumble boxing: round 2,34080,3060,266,1,18,0,0,11.14,810000.0,400000.0,310000.0,0.0,100000.0,75.0,7.3,2000-10-23
2667,banjo-pilot,33960,2040,228,3,10,0,0,35.13,100000.0,70000.0,30000.0,0.0,0.0,68.0,6.2,2005-01-12
2668,dragon blade: wrath of fire,33780,780,310,2,5,0,0,92.9,180000.0,170000.0,0.0,0.0,10000.0,51.0,7.5,2007-09-25
2669,otogi: myth of demons,33780,4680,444,1,12,0,0,7.22,130000.0,80000.0,20000.0,30000.0,0.0,80.0,8.6,2003-08-27
2670,crimson skies: high road to revenge,33720,11280,84,3,66,0,0,6.1099999999999985,870000.0,650000.0,190000.0,0.0,30000.0,88.0,8.8,2003-10-21
2671,tiger woods pga tour 2005,33300,6240,32,2,7,0,0,5.34,2290000.0,1670000.0,500000.0,0.0,120000.0,88.0,8.0,2004-09-20
2672,nascar '14,33240,7800,266,2,36,0,0,4.26,280000.0,240000.0,0.0,0.0,40000.0,66.0,5.0,2014-02-18
2673,star wars the clone wars: republic heroes,33120,8100,127,2,31,0,0,4.09,2720000.0,1400000.0,950000.0,0.0,370000.0,51.6,5.7,2009-10-06
2674,dragon ball z: shin budokai,33060,11520,132,2,52,0,0,6.12,540000.0,260000.0,80000.0,130000.0,70000.0,70.0,8.1,2006-03-07
2675,disney sports soccer,32880,240,344,1,2,0,0,137.0,30000.0,30000.0,10000.0,0.0,0.0,75.0,8.0,2002-11-17
2676,deadliest catch: alaskan storm,32820,4500,77,1,12,0,0,7.29,50000.0,40000.0,0.0,0.0,0.0,56.0,5.9,2008-06-17
2677,cabela's dangerous hunts 2011,32820,1260,101,2,5,0,0,43.71,650000.0,540000.0,50000.0,0.0,50000.0,57.5,5.4,2010-10-19
2678,agatha christie: evil under the sun,32760,1440,55,1,2,0,0,22.75,90000.0,60000.0,20000.0,0.0,10000.0,46.0,7.0,2008-11-19
2679,mtx mototrax,32640,3900,262,2,13,0,0,8.37,260000.0,130000.0,100000.0,0.0,30000.0,77.0,8.1,2004-03-02
2680,truth or lies,32340,1200,208,2,9,0,0,58.89,110000.0,70000.0,30000.0,0.0,10000.0,28.0,5.2,2010-09-14
2681,pirates of the caribbean: dead man's chest,32220,1680,300,3,12,0,0,32.58,1010000.0,810000.0,140000.0,0.0,50000.0,61.7,7.6,2006-06-27
2682,karaoke revolution,32160,1500,98,1,11,0,0,21.44,440000.0,230000.0,150000.0,0.0,40000.0,81.5,8.6,2003-10-24
2683,resident evil: the mercenaries 3d,31920,4980,42,2,12,0,0,12.55,490000.0,160000.0,170000.0,130000.0,30000.0,65.0,6.6,2011-06-28
2684,worms 2,31860,5880,47,1,9,0,0,5.42,10000.0,0.0,10000.0,0.0,0.0,51.0,8.1,1997-12-31
2685,insecticide,31740,2160,367,3,18,0,0,28.79,60000.0,60000.0,0.0,0.0,10000.0,55.0,7.0,2008-03-11
2686,darkstalkers chronicle: the chaos tower,31500,1320,343,2,12,0,0,55.57,150000.0,130000.0,0.0,0.0,10000.0,74.0,7.9,2005-03-24
2687,bleach: the 3rd phantom,31320,7800,16,1,13,0,0,4.02,200000.0,100000.0,20000.0,70000.0,10000.0,59.0,7.4,2009-09-15
2688,horses 3d,31260,1200,129,1,4,0,0,26.05,40000.0,40000.0,0.0,0.0,0.0,81.0,6.3,2012-03-27
2689,disney's party,31260,720,142,1,4,0,0,43.42,50000.0,40000.0,10000.0,0.0,0.0,39.0,5.7,2003-09-16
2690,sega gt 2002,31080,5100,135,3,17,0,0,14.56,190000.0,120000.0,30000.0,30000.0,10000.0,82.0,8.0,2002-09-02
2691,monster tale,31080,3420,70,2,7,0,0,50.5,60000.0,60000.0,0.0,0.0,0.0,79.0,8.0,2011-03-22
2692,mlb 12: the show,31020,2100,76,1,3,0,0,14.77,930000.0,860000.0,0.0,0.0,70000.0,87.0,7.9,2012-03-06
2693,tony hawk: ride,30900,960,73,1,6,0,0,32.19,2160000.0,1530000.0,420000.0,0.0,210000.0,45.7,3.2,2009-11-17
2694,fossil fighters: champions,30900,6540,149,4,18,0,0,13.15,670000.0,310000.0,0.0,340000.0,20000.0,68.0,7.9,2011-11-14
2695,ford racing 3,30900,3180,439,1,22,0,0,9.72,260000.0,130000.0,100000.0,0.0,30000.0,50.0,6.8,2005-03-22
2696,deadliest warrior: ancient combat,30600,240,223,1,1,0,0,127.5,40000.0,40000.0,0.0,0.0,0.0,37.0,5.0,2012-04-17
2697,major league baseball 2k12,30540,14340,47,2,41,0,0,4.45,240000.0,220000.0,0.0,0.0,20000.0,55.5,5.1,2012-03-06
2698,the king of fighters collection: the orochi saga,30540,28560,28,3,121,0,0,1.07,380000.0,270000.0,80000.0,0.0,40000.0,66.0,7.6,2008-10-28
2699,we ski,30480,1020,262,2,4,0,0,29.88,1680000.0,970000.0,410000.0,140000.0,150000.0,67.0,8.5,2008-05-13
2700,gladiator begins,29640,2100,55,1,5,0,0,14.11,130000.0,50000.0,10000.0,50000.0,10000.0,59.0,8.0,2010-09-14
2701,destruction derby raw,29520,4020,194,1,9,0,0,7.34,140000.0,80000.0,50000.0,0.0,10000.0,69.0,7.0,2000-09-26
2702,final fight one,29460,6540,100,2,20,0,0,9.06,210000.0,90000.0,30000.0,80000.0,0.0,82.0,7.9,2001-09-26
2703,king arthur ii: the role-playing wargame,29400,3480,120,1,7,0,0,8.45,30000.0,0.0,30000.0,0.0,0.0,66.0,6.5,2012-01-10
2704,dynasty warriors: gundam 2,29280,22620,30,2,55,0,0,3.57,1020000.0,200000.0,130000.0,650000.0,50000.0,51.7,6.7,2009-04-21
2705,the terminator: dawn of fate,29220,1560,88,1,8,0,0,18.73,560000.0,310000.0,190000.0,0.0,60000.0,55.5,5.4,2002-09-16
2706,crazy taxi: fare wars,29160,300,164,1,2,0,0,97.2,480000.0,100000.0,230000.0,20000.0,130000.0,64.0,7.0,2007-08-07
2707,call of duty: finest hour,29160,4740,41,2,24,0,0,6.15,4100000.0,2290000.0,1520000.0,10000.0,280000.0,74.5,7.6,2004-11-16
2708,portal runner,28920,2880,157,3,11,0,0,17.93,130000.0,60000.0,50000.0,0.0,20000.0,53.0,7.4,2001-09-10
2709,disney's pk: out of the shadows,28860,5160,54,2,14,0,0,13.36,170000.0,100000.0,60000.0,0.0,20000.0,47.5,6.4,2002-11-01
2710,justice league heroes: the flash,28800,1560,126,2,4,0,0,24.89,30000.0,20000.0,10000.0,0.0,0.0,72.0,7.4,2006-10-17
2711,last rebellion,28800,1500,96,1,2,0,0,19.2,90000.0,60000.0,10000.0,10000.0,10000.0,44.0,4.7,2010-02-23
2712,dungeon maker: hunting ground,28680,1980,247,1,11,0,0,14.48,30000.0,30000.0,0.0,0.0,0.0,70.0,6.4,2007-06-19
2713,cross edge,28500,27960,11,2,6,0,0,1.02,230000.0,140000.0,20000.0,50000.0,20000.0,52.0,6.4,2009-05-26
2714,rugby league live 3,28440,26400,64,2,58,0,0,1.08,40000.0,0.0,40000.0,0.0,0.0,54.5,6.8,2015-09-24
2715,bad apple wars,28440,3120,28,1,4,0,0,9.12,70000.0,20000.0,0.0,40000.0,10000.0,78.0,7.3,2017-10-13
2716,final fantasy xiv: stormblood,28320,4980,176,4,75,0,0,17.11,230000.0,90000.0,80000.0,40000.0,30000.0,88.0,8.4,2017-06-20
2717,beyblade g-revolution,28320,2040,164,1,11,0,0,13.88,200000.0,150000.0,50000.0,0.0,0.0,40.0,7.8,2004-11-18
2718,freekstyle,28260,4980,249,2,24,0,0,19.32,1060000.0,520000.0,410000.0,0.0,140000.0,81.0,7.2,2002-06-17
2719,warriors orochi,28260,12960,33,2,37,0,0,2.18,1270000.0,300000.0,100000.0,820000.0,50000.0,56.7,7.4,2007-09-18
2720,shadow man: 2econd coming,27900,2760,45,1,8,0,0,10.11,160000.0,80000.0,60000.0,0.0,20000.0,68.0,8.0,2002-03-02
2721,smuggler's run: warzones,27600,2040,88,1,2,0,0,13.53,80000.0,60000.0,20000.0,0.0,0.0,79.0,6.9,2002-08-07
2722,frogger's journey: the forgotten relic,27480,7740,129,2,6,0,0,3.55,260000.0,180000.0,70000.0,0.0,0.0,59.0,8.4,2003-10-28
2723,smuggler's run,27420,4440,121,1,12,0,0,6.18,1560000.0,770000.0,600000.0,0.0,200000.0,79.0,6.7,2000-10-25
2724,samurai warriors 2,27360,9060,16,2,13,0,0,3.02,690000.0,90000.0,30000.0,570000.0,20000.0,55.0,8.8,2006-09-19
2725,snow moto racing freedom,27300,3420,273,1,15,0,0,7.98,30000.0,30000.0,0.0,0.0,0.0,52.0,6.4,2018-03-27
2726,spider-man: friend or foe,27240,6780,20,1,25,0,0,4.02,990000.0,870000.0,20000.0,0.0,90000.0,59.2,6.5,2007-10-02
2727,tokyo xtreme racer zero,27240,19800,50,2,48,0,0,2.74,1500000.0,660000.0,520000.0,150000.0,170000.0,76.0,8.8,2001-05-28
2728,imperium romanum,27120,4560,95,1,12,0,0,5.95,10000.0,0.0,10000.0,0.0,0.0,63.0,7.5,2008-03-11
2729,tom clancy's ghost recon: island thunder,27060,2220,69,2,9,0,0,12.19,870000.0,610000.0,240000.0,0.0,30000.0,81.0,8.1,2003-08-06
2730,kessen ii,26640,5040,25,2,4,0,0,5.29,460000.0,130000.0,100000.0,200000.0,30000.0,71.0,8.0,2001-09-26
2731,dynasty warriors 5: xtreme legends,26520,5040,21,1,10,0,0,5.26,570000.0,110000.0,80000.0,350000.0,30000.0,57.0,8.2,2005-11-16
2732,monopoly tycoon,26520,540,223,1,4,0,0,49.11,10000.0,0.0,10000.0,0.0,0.0,85.0,7.7,2001-09-24
2733,modnation racers,26520,17640,35,3,18,0,0,1.5,1670000.0,610000.0,670000.0,80000.0,300000.0,77.5,8.0,2010-05-25
2734,disney princess: enchanted journey,26460,1740,97,1,11,0,0,15.21,1350000.0,1220000.0,30000.0,0.0,100000.0,79.0,4.3,2007-10-30
2735,fable: the journey,26220,540,221,1,3,0,0,48.56,290000.0,190000.0,80000.0,0.0,30000.0,61.0,4.8,2012-10-09
2736,v-rally 3,26220,2940,184,2,13,0,0,16.28,110000.0,60000.0,30000.0,0.0,10000.0,82.0,7.8,2002-10-22
2737,tales of the world: radiant mythology,26160,6600,112,2,10,0,0,3.96,430000.0,170000.0,10000.0,230000.0,20000.0,66.0,7.7,2007-07-17
2738,iron man 2,25980,3300,139,1,13,0,0,7.87,1710000.0,760000.0,730000.0,0.0,240000.0,45.2,5.4,2010-05-04
2739,fight night 2004,25920,660,157,1,3,0,0,39.27,2160000.0,1590000.0,350000.0,0.0,220000.0,85.0,8.4,2004-04-05
2740,guitar hero: aerosmith,25860,4500,24,1,23,0,0,5.75,4290000.0,3370000.0,420000.0,0.0,490000.0,71.0,6.2,2008-06-29
2741,dance central 2,25740,2700,78,1,11,0,0,9.53,2040000.0,1450000.0,410000.0,10000.0,160000.0,86.0,8.1,2011-10-25
2742,chibi-robo! zip lash,25740,2820,85,2,6,0,0,29.62,320000.0,140000.0,90000.0,70000.0,20000.0,59.0,6.7,2015-10-09
2743,hannah montana,25680,600,110,1,4,0,0,42.8,2650000.0,1590000.0,800000.0,0.0,260000.0,84.0,6.4,2006-10-10
2744,magna carta 2,25140,5520,37,1,4,0,0,4.55,300000.0,130000.0,70000.0,70000.0,20000.0,69.0,7.2,2009-10-13
2745,band hero,25020,5160,40,1,27,0,0,4.85,3380000.0,1880000.0,980000.0,0.0,530000.0,71.0,5.9,2009-11-03
2746,ragnarok odyssey ace,24960,8040,16,1,11,0,0,3.1,40000.0,30000.0,0.0,0.0,10000.0,61.0,6.6,2014-04-01
2747,mlb 13: the show,24960,2520,53,1,5,0,0,9.9,990000.0,790000.0,0.0,0.0,200000.0,81.0,7.7,2013-03-05
2748,everblue 2,24600,2580,158,1,6,0,0,9.53,30000.0,20000.0,10000.0,0.0,0.0,59.0,8.0,2003-02-24
2749,the dark spire,23820,2880,46,1,1,0,0,8.27,40000.0,40000.0,0.0,0.0,0.0,69.0,7.8,2009-04-14
2750,tears to tiara ii: heir of the overlord,23760,3000,72,1,7,0,0,7.92,150000.0,70000.0,10000.0,60000.0,20000.0,65.0,8.1,2014-10-14
2751,xxx,23580,17100,20,2,26,0,0,1.38,110000.0,80000.0,30000.0,0.0,0.0,50.0,5.0,2002-07-31
2752,earth defense force 2: invaders from planet space,23400,9840,24,1,4,0,0,2.38,90000.0,40000.0,0.0,40000.0,10000.0,72.0,8.2,2015-12-08
2753,harvest moon: the tale of two towns,23100,12540,9,2,15,0,0,1.84,570000.0,270000.0,60000.0,220000.0,30000.0,68.0,7.4,2011-09-20
2754,monster rancher advance 2,22920,2700,310,1,6,0,0,8.49,10000.0,10000.0,0.0,0.0,0.0,79.0,8.6,2002-11-17
2755,american chopper,22740,600,156,1,4,0,0,37.9,420000.0,350000.0,10000.0,0.0,60000.0,47.0,7.5,2004-11-25
2756,genji: days of the blade,22440,1920,109,1,5,0,0,11.69,750000.0,180000.0,380000.0,60000.0,140000.0,55.0,5.8,2006-11-14
2757,nickelodeon party blast,22320,780,170,1,4,0,0,28.62,220000.0,160000.0,50000.0,0.0,10000.0,19.0,3.0,2002-10-30
2758,tmnt: mutant melee,22320,1800,192,1,14,0,0,12.4,90000.0,70000.0,10000.0,0.0,0.0,43.5,5.0,2005-03-16
2759,city crisis,22200,360,198,2,5,0,0,79.6,130000.0,60000.0,50000.0,0.0,20000.0,63.0,6.2,2001-07-17
2760,goosebumps horrorland,22080,720,109,1,5,0,0,30.67,160000.0,150000.0,0.0,0.0,10000.0,37.0,3.1,2008-10-28
2761,cubic ninja,22020,600,183,1,3,0,0,36.7,100000.0,50000.0,40000.0,0.0,10000.0,51.0,5.9,2011-06-14
2762,tiger woods pga tour 14,21900,2160,47,2,8,0,0,16.43,360000.0,210000.0,120000.0,0.0,30000.0,77.0,6.1,2013-03-26
2763,2014 fifa world cup brazil,21840,3420,183,1,14,0,0,6.39,1100000.0,300000.0,650000.0,10000.0,130000.0,73.5,4.4,2014-04-15
2764,how to train your dragon,21420,6840,28,1,9,0,0,3.13,740000.0,460000.0,200000.0,0.0,70000.0,56.0,7.2,2010-03-23
